id,city,country,region,short_description,latitude_x,longitude_x,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,ideal_weekend,ideal_short_trip,ideal_one_week,ideal_long_trip,composite_score,city_country,station_id,latitude_y,longitude_y,meteo_avg_temp_c,meteo_min_temp_c,meteo_max_temp_c,meteo_extreme_min_c,meteo_extreme_max_c,meteo_annual_precip_mm,meteo_avg_pres_hpa,meteo_total_sun_h,meteo_avg_daily_sun_h,meteo_avg_comfort,meteo_best_comfort,meteo_wet_months,meteo_cold_months,meteo_hot_months,meteo_years_of_data,meteo_data_coverage_pct,meteo_best_comfort_month,wtc_warmest_month,image_count,avg_text_quality,avg_colorfulness,avg_brightness,avg_contrast,avg_sharpness,avg_attractiveness,image_score,col_rank,col_cost_of_living_index,col_rent_index,col_cost_plus_rent_index,col_groceries_index,col_restaurant_index,col_purchasing_power_index,col_affordability_tier,col_value_score,col_has_complete_indices,climate_avg_temp_c,climate_source,wtc_composite,master_travel_score,climate_zone,data_sources,source_count,rank_overall
1d7edb41-df70-4877-ac88-c1baaa72b923,Crete,Greece,europe,"Sun-drenched beaches, ancient ruins, and vibrant local markets create a tapestry of experiences that feel both timeless and refreshingly alive.",35.3084952,24.46334231842296,Mid-range,4,4,5,5,3,5,4,3,4,False,True,True,True,4.11,Greece,16746,35.4833,24.1167,19.03,6.7,33.5,1.0,42.0,9891.0,1014.43,40002.0,7.91,9.25,10.0,84.0,4.0,9.0,14.0,100.0,4.0,7,,,,,,,,,46,56.22,12.68,35.81,44.73,52.19,39.73,Mid-range,0.707,True,19.03,meteostat,4.111111111111111,0.713,Warm/Mediterranean,climate|cost|wtc_ratings,3,14
cfa715d4-a4bc-4098-a4a0-4f1908b7d31e,Antalya,Turkey,asia,"Sun-drenched beaches meet ancient ruins and bustling bazaars, offering a blend of relaxation and cultural exploration in a picturesque coastal setting.",36.8865728,30.7030242,Mid-range,4,4,4,5,4,4,4,3,3,False,True,True,False,3.89,Turkey,17300,36.7,30.7333,19.93,4.2,36.8,-1.8,44.8,12600.0,1012.74,13663.0,6.58,8.4,10.0,84.0,5.0,27.0,14.0,100.0,4.0,7,,,,,,,,,127,28.31,6.63,18.15,22.64,18.4,32.88,Budget,1.161,True,19.93,meteostat,3.888888888888889,0.7125,Warm/Mediterranean,climate|cost|wtc_ratings,3,15
c7b3c669-a693-485a-96ec-6b1147b80d11,Budapest,Hungary,europe,"Charming streets lined with historic architecture and lively ruin bars create a welcoming vibe, where tradition meets a vibrant, modern energy.",47.48138955,19.14609412691246,Mid-range,5,3,3,1,5,4,5,4,2,True,True,True,False,3.56,Hungary,12843,47.4333,19.1833,12.08,-8.4,31.1,-16.7,38.2,8562.0,1017.02,32529.0,6.47,7.82,10.0,83.0,72.0,0.0,14.0,100.0,6.0,7,1.0,3.0,59.627,148.102,65.8,195.663,4.117,46.4,51,40.66,11.91,27.18,35.19,32.82,51.98,Mid-range,1.278,True,12.08,meteostat,3.5555555555555554,0.7109,Temperate,climate|visual|cost|wtc_ratings,4,16
933a8b39-e129-41f3-b6ab-3f58d695536b,Cape Town,South Africa,africa,"A vibrant coastal city surrounded by rugged mountains and pristine beaches, offering laid-back afternoons, diverse cultures, and breathtaking views.",-33.9288301,18.4172197,Mid-range,4,4,5,4,4,4,3,4,3,False,True,True,True,3.89,South Africa,68816,-33.9833,18.6,17.44,6.1,29.7,-0.1,42.3,6063.5,1017.18,43372.0,8.6,9.65,10.0,84.0,0.0,0.0,14.0,100.0,1.0,1,,,,,,,,,114,42.09,16.6,30.14,34.78,41.33,78.36,Mid-range,1.862,True,17.44,meteostat,3.888888888888889,0.7102,Warm/Mediterranean,climate|cost|wtc_ratings,3,17
273ff2d2-80b8-4886-81e4-1908a11e6f5a,Shanghai,China,asia,"Vibrant streets pulse with energy, blending futuristic skyscrapers with ancient temples, while enticing aromas from street food stalls fill the air.",31.2312707,121.4700152,Mid-range,5,3,2,1,5,5,3,5,2,False,True,True,False,3.44,China,58367,31.1667,121.4333,17.97,-1.4,37.3,-7.0,42.0,1945.1,1016.0,0.0,,7.63,10.0,9.0,44.0,25.0,14.0,100.0,5.0,8,10.0,4.0,69.406,135.913,57.499,774.457,4.532,58.5,26,41.77,16.53,29.93,46.01,28.37,59.99,Mid-range,1.436,True,17.97,meteostat,3.4444444444444446,0.7096,Warm/Mediterranean,climate|visual|cost|wtc_ratings,4,18
80ed0bdd-62c4-4068-88c6-3eba6e3c4e46,Puerto Vallarta,Mexico,north_america,"Golden beaches meet the lush Sierra Madre mountains, creating a vibrant yet laid-back atmosphere filled with colorful markets and lively nightlife.",20.6407176,-105.220306,Mid-range,3,4,4,5,4,4,4,3,3,True,True,True,False,3.78,Mexico,76556,21.5167,-104.9,22.6,8.7,34.4,4.0,37.6,16687.0,1011.49,39415.0,7.86,9.88,10.0,84.0,0.0,0.0,14.0,100.0,1.0,7,,,,,,,,,79,35.35,12.55,24.66,34.82,32.67,38.62,Mid-range,1.093,True,22.6,meteostat,3.7777777777777777,0.7087,Warm/Mediterranean,climate|cost|wtc_ratings,3,19
969d48bd-820e-41da-baef-370028e33139,Los Cabos,Mexico,north_america,"Golden beaches meet the azure sea, with vibrant nightlife and serene desert landscapes offering a captivating blend of relaxation and adventure.",21.166121,-100.936442,Mid-range,3,4,4,5,4,4,4,3,3,True,True,True,False,3.78,Mexico,76577,21.0167,-101.25,19.43,5.3,35.2,0.8,39.2,10641.0,1012.01,33752.0,6.68,9.87,10.0,84.0,0.0,0.0,14.0,97.6,3.0,5,,,,,,,,,79,35.35,12.55,24.66,34.82,32.67,38.62,Mid-range,1.093,True,19.43,meteostat,3.7777777777777777,0.7085,Warm/Mediterranean,climate|cost|wtc_ratings,3,20
29e3c666-7847-4ce2-a1ab-c4036a94b9db,Beijing,China,asia,"A dynamic blend of ancient history and modern innovation, with bustling markets, serene temples, and the aroma of sizzling street food.",40.190632,116.412144,Mid-range,5,3,3,1,4,5,3,5,2,False,True,True,True,3.44,China,54511,39.9333,116.2833,13.56,-9.0,35.2,-19.6,41.1,8124.0,1016.72,33574.0,6.69,8.09,10.0,84.0,68.0,4.0,14.0,100.0,5.0,7,7.0,3.429,54.387,153.07,67.785,443.881,4.332,52.7,26,41.77,16.53,29.93,46.01,28.37,59.99,Mid-range,1.436,True,13.56,meteostat,3.4444444444444446,0.7072,Temperate,climate|visual|cost|wtc_ratings,4,21
89e1f300-6ffd-4c18-a700-c9815dcdad84,Zanzibar,Tanzania,africa,"White sandy beaches, turquoise waters, and the scent of spices fill the air, creating an enchanting and laid-back island vibe.",-6.1664908,39.2074312,Mid-range,4,4,5,5,3,4,4,2,4,False,True,True,True,3.89,Tanzania,63870,-6.2167,39.2167,27.13,21.2,34.5,2.0,39.0,2700.6,1013.19,3392.38,8.64,8.52,10.0,12.0,0.0,45.0,14.0,99.4,9.0,2,,,,,,,,,123,32.81,12.36,23.23,30.04,24.86,15.97,Budget,0.487,True,27.13,meteostat,3.888888888888889,0.706,Tropical/Hot,climate|cost|wtc_ratings,3,22
d1bd5b72-0b5f-4968-98c8-c7433fc121e3,Goa,India,asia,"Golden beaches stretch endlessly alongside vibrant markets and aromatic spice-scented air, offering a perfect blend of relaxation and lively culture.",15.3004543,74.0855134,Mid-range,4,4,3,5,5,4,3,3,3,True,True,True,False,3.78,India,43192,15.4833,73.8167,27.9,19.0,35.2,15.9,38.7,43772.5,1009.02,33391.0,6.67,8.48,10.0,83.0,0.0,63.0,14.0,100.0,1.0,5,,,,,,,,,53,24.43,5.3,15.47,26.43,17.56,49.72,Budget,2.035,True,27.9,meteostat,3.7777777777777777,0.7023,Tropical/Hot,climate|cost|wtc_ratings,3,23
56bbfddd-b9ea-4b44-a2bc-61b45baba7d7,Jaipur,India,asia,"A tapestry of vibrant colors and bustling markets, where ancient forts and palaces echo the grandeur of a rich cultural heritage.",26.9154576,75.8189817,Budget,5,3,3,1,3,4,3,3,2,True,True,True,False,3.0,India,42348,26.8167,75.8,25.95,8.6,43.2,1.0,46.3,1332.8,1009.44,0.0,,8.04,10.0,9.0,0.0,71.0,13.0,100.0,11.0,5,1.0,5.0,84.803,150.504,58.213,320.311,4.966,71.1,53,24.43,5.3,15.47,26.43,17.56,49.72,Budget,2.035,True,25.95,meteostat,3.0,0.6996,Tropical/Hot,climate|visual|cost|wtc_ratings,4,24
456e0998-8b34-4b5a-8898-fdd801f472a4,Tulum,Mexico,north_america,"Pristine beaches with turquoise waters meet ancient ruins and vibrant jungle, creating an inviting blend of relaxation and adventure.",20.429647,-87.6529306,Mid-range,3,4,4,5,3,4,5,2,4,True,True,True,False,3.78,Mexico,76647,20.7,-88.2167,26.67,14.7,38.9,8.5,41.6,18893.0,1014.99,31177.0,7.71,9.35,10.0,84.0,0.0,46.0,14.0,100.0,2.0,5,,,,,,,,,79,35.35,12.55,24.66,34.82,32.67,38.62,Mid-range,1.093,True,26.67,meteostat,3.7777777777777777,0.6981,Tropical/Hot,climate|cost|wtc_ratings,3,25
f3126fe6-bf7d-442c-951e-4c59aa34c417,Rome,Italy,europe,"Ancient ruins stand proudly amidst bustling piazzas, where the aroma of fresh pasta and the echoes of street musicians fill the air.",41.8933203,12.4829321,Mid-range,5,3,3,2,4,5,3,5,2,False,True,True,False,3.56,Italy,16239,41.7833,12.5833,17.12,2.1,34.0,-3.6,40.0,1108.0,1015.62,0.0,,7.95,10.0,10.0,20.0,0.0,14.0,100.0,6.0,7,1.0,4.0,95.381,86.658,60.377,132.011,4.664,62.3,59,66.47,20.55,44.95,57.95,70.58,61.74,Expensive,0.929,True,17.12,meteostat,3.5555555555555554,0.6941,Warm/Mediterranean,climate|visual|cost|wtc_ratings,4,26
4c62d957-8e4e-4558-beea-2bf8178c5463,Catania,Italy,europe,"Sun-soaked streets filled with the aroma of fresh seafood, lively markets, and the dramatic backdrop of a smoking volcano create a unique atmosphere.",37.5023612,15.0873718,Mid-range,4,3,4,3,3,5,3,3,2,True,True,True,False,3.33,Italy,16460,37.4667,15.05,17.73,2.9,34.3,-2.3,45.0,715.5,1015.81,3652.58,7.99,8.24,10.0,9.0,12.0,2.0,14.0,100.0,6.0,7,2.0,7.0,75.559,144.831,51.823,233.964,5.214,78.4,59,66.47,20.55,44.95,57.95,70.58,61.74,Expensive,0.929,True,17.73,meteostat,3.3333333333333335,0.6932,Warm/Mediterranean,climate|visual|cost|wtc_ratings,4,27
2fdfc5be-fe93-4c81-8a14-a0f17ca22b60,Salvador da Bahia,Brazil,south_america,"Lively streets filled with music and dance, vibrant markets, and stunning coastal views create an energetic yet laid-back atmosphere.",-13.2432762,-43.3742847,Mid-range,5,3,4,4,4,5,3,3,2,True,True,True,False,3.67,Brazil,83288,-13.2667,-43.4167,27.05,17.1,38.1,13.9,40.9,9202.8,1011.63,34380.0,8.56,9.56,10.0,84.0,0.0,44.0,14.0,98.2,1.0,10,,,,,,,,,20,33.24,8.27,21.54,28.16,25.24,27.85,Budget,0.838,True,27.05,meteostat,3.6666666666666665,0.687,Tropical/Hot,climate|cost|wtc_ratings,3,28
9f3ce859-f274-4359-a24d-e16bc30c2b1c,Havana,Cuba,north_america,"Colorful streets alive with the rhythm of salsa, vintage cars cruising past, and the scent of cigars create an unforgettable atmosphere.",23.135305,-82.3589631,Budget,5,3,3,3,4,4,2,3,2,True,True,True,False,3.22,Cuba,78325,23.1667,-82.35,25.46,16.2,36.0,9.4,38.2,16912.0,1015.92,14443.0,7.78,8.95,10.0,84.0,0.0,10.0,14.0,100.0,1.0,7,1.0,3.0,68.802,153.72,70.997,731.421,4.733,64.3,30,55.0,15.23,36.36,47.93,33.54,1.45,Mid-range,0.026,True,25.46,meteostat,3.2222222222222223,0.6825,Tropical/Hot,climate|visual|cost|wtc_ratings,4,29
155b4225-a616-4f5e-ad82-a692458165d1,Singapore,Singapore,asia,"A bustling cityscape where futuristic architecture meets lush green spaces, offering a vibrant blend of cultures and flavors at every corner.",1.2899175,103.8519072,Luxury,4,3,3,3,4,5,4,5,2,False,True,True,False,3.67,Singapore,48694,1.3667,103.9167,28.45,24.2,34.0,22.0,36.0,3818.3,1009.44,0.0,,7.81,8.68,9.0,0.0,53.0,7.0,100.0,1.0,5,2.0,4.5,75.31,148.554,58.598,473.695,4.728,64.2,110,83.98,66.43,75.75,77.08,61.17,91.34,Expensive,1.088,True,28.45,meteostat,3.6666666666666665,0.6798,Tropical/Hot,climate|visual|cost|wtc_ratings,4,30
1d32dfff-864b-4298-8be7-1f9714936244,Hong Kong,Hong Kong,asia,"A bustling metropolis where neon lights reflect off harbor waters, offering a vibrant mix of street markets, towering skyscrapers, and serene parks.",22.2793278,114.1628131,Luxury,5,3,3,2,5,5,3,5,2,False,True,True,False,3.67,Hong Kong,45004,22.3167,114.1667,23.45,10.7,32.7,2.6,36.9,32563.0,1012.8,25960.0,5.07,8.97,10.0,84.0,0.0,43.0,14.0,100.0,3.0,7,6.0,3.667,81.124,109.412,53.607,537.411,4.216,49.3,50,80.71,74.57,77.83,84.72,58.58,65.74,Expensive,0.815,True,23.45,meteostat,3.6666666666666665,0.6797,Warm/Mediterranean,climate|visual|cost|wtc_ratings,4,31
f206b4f0-81db-4098-8142-a69892f9f14b,Quito,Ecuador,south_america,"Wander through cobblestone streets with vibrant colonial architecture, surrounded by the scent of Andean spices and the hum of lively markets.",-0.2201641,-78.5123274,Budget,5,4,4,2,3,4,3,3,3,False,True,True,False,3.44,Ecuador,84088,-0.3667,-78.55,12.3,3.6,21.1,0.1,24.2,20932.8,1016.84,21669.0,4.86,7.8,9.74,82.0,1.0,0.0,14.0,95.2,8.0,9,2.0,3.5,75.465,145.006,46.311,230.516,3.734,35.2,35,37.34,11.28,25.12,34.49,28.55,31.76,Mid-range,0.851,True,12.3,meteostat,3.4444444444444446,0.6752,Temperate,climate|visual|cost|wtc_ratings,4,32
38c4cd22-ea4a-4ae1-961b-939933868829,Cartagena,Colombia,south_america,"Winding cobblestone streets, vibrant colonial architecture, and the rhythmic sound of salsa create a lively and colorful coastal atmosphere.",10.4265566,-75.5441671,Mid-range,5,3,3,4,4,4,3,4,2,True,True,True,False,3.56,Colombia,80022,10.45,-75.5167,28.26,22.9,33.6,21.0,40.4,15928.5,1009.6,31672.0,6.82,9.24,10.0,81.0,0.0,104.0,14.0,100.0,1.0,5,,,,,,,,,27,26.72,8.18,18.03,23.47,19.44,28.85,Budget,1.08,True,28.26,meteostat,3.5555555555555554,0.6741,Tropical/Hot,climate|cost|wtc_ratings,3,33
5e5eb018-1df0-459c-85d4-46a45c1dcbe9,Cebu,Philippines,asia,"Tropical warmth, vibrant street life, and a mix of modern and historic sites create an inviting atmosphere full of discovery and relaxation.",10.47,123.83,Budget,3,4,5,5,3,4,3,3,3,False,True,True,False,3.67,Philippines,98646,10.3,123.9667,28.11,23.0,34.9,20.4,37.4,25945.0,1010.02,28356.0,6.57,8.97,10.0,84.0,0.0,90.0,14.0,100.0,3.0,5,,,,,,,,,98,37.06,9.59,24.18,37.84,20.61,21.47,Mid-range,0.579,True,28.11,meteostat,3.6666666666666665,0.6676,Tropical/Hot,climate|cost|wtc_ratings,3,34
2ad8ee24-69aa-4e79-8b48-b459779c5987,Zanzibar Town,Tanzania,africa,Winding streets filled with the aroma of spices and the sound of Swahili music create an enchanting and vibrant atmosphere.,-6.15956165,39.2009686,Mid-range,4,3,4,5,3,4,3,3,4,True,True,True,False,3.67,Tanzania,63870,-6.2167,39.2167,27.13,21.2,34.5,2.0,39.0,2700.6,1013.19,3392.38,8.64,8.52,10.0,12.0,0.0,45.0,14.0,99.4,9.0,2,,,,,,,,,123,32.81,12.36,23.23,30.04,24.86,15.97,Budget,0.487,True,27.13,meteostat,3.6666666666666665,0.6671,Tropical/Hot,climate|cost|wtc_ratings,3,35
9df51067-3c5a-43b1-adad-bcd6778f096c,Funchal,Portugal,europe,"Charming cobblestone streets lined with vibrant flowers, ocean breezes, and the aroma of local cuisine create a welcoming and relaxed atmosphere.",32.6496497,-16.9086783,Mid-range,4,3,5,3,3,4,4,3,4,True,True,True,False,3.67,Portugal,8522,32.6333,-16.9,19.9,13.0,28.7,9.8,38.7,8097.5,1020.43,33782.0,6.61,9.92,10.0,84.0,0.0,0.0,14.0,100.0,4.0,8,,,,,,,,,100,47.94,20.73,35.19,39.01,40.26,46.8,Mid-range,0.976,True,19.9,meteostat,3.6666666666666665,0.6651,Warm/Mediterranean,climate|cost|wtc_ratings,3,36
12bac5cc-d5e5-4418-aec5-2805cfe04257,Madeira,Portugal,europe,"Lush landscapes meet dramatic cliffs, where ocean breezes carry the scent of flowers and adventure awaits around every winding path.",32.751750099999995,-16.98174865726062,Mid-range,3,4,5,3,3,4,4,3,4,False,True,True,False,3.67,Portugal,8522,32.6333,-16.9,19.9,13.0,28.7,9.8,38.7,8097.5,1020.43,33782.0,6.61,9.92,10.0,84.0,0.0,0.0,14.0,100.0,4.0,8,,,,,,,,,100,47.94,20.73,35.19,39.01,40.26,46.8,Mid-range,0.976,True,19.9,meteostat,3.6666666666666665,0.6651,Warm/Mediterranean,climate|cost|wtc_ratings,3,37
3c6506e6-c494-4622-aba3-2ba895530c7a,Barcelona,Spain,europe,"Vibrant streets filled with Gaudí's whimsical architecture, lively tapas bars, and the warm Mediterranean breeze create an inviting and dynamic atmosphere.",41.3828939,2.1774322,Mid-range,5,3,3,4,5,5,3,5,2,False,True,True,False,3.89,Spain,8181,41.2833,2.0667,17.35,1.9,32.6,-3.5,37.4,7330.0,1016.78,17677.0,6.17,8.54,10.0,83.0,16.0,1.0,14.0,100.0,4.0,7,,,,,,,,,116,53.88,21.25,38.58,45.69,53.96,70.04,Mid-range,1.3,True,17.35,meteostat,3.888888888888889,0.6646,Warm/Mediterranean,climate|cost|wtc_ratings,3,38
