user_id,city,rating,interaction_type,review_length_words,would_revisit,recommended_to_others
U00010,Honolulu,,wishlisted,0,,
U00010,Kampala,,wishlisted,0,,
U00010,Cappadocia,,wishlisted,0,,
U00010,San José,,wishlisted,0,,
U00011,Launceston,2.4,visited_and_rated,0,False,False
U00011,Sydney,2.9,visited_and_rated,22,False,False
U00011,Dakar,,wishlisted,0,,
U00011,Bilbao,,wishlisted,0,,
U00011,Freiburg,,wishlisted,0,,
U00011,Trondheim,,wishlisted,0,,
U00012,Puebla,2.4,visited_and_rated,3,False,False
U00012,Ubud,2.7,visited_and_rated,0,False,False
U00012,Miami,1.9,visited_and_rated,19,False,False
U00012,Nagasaki,1.5,visited_and_rated,162,False,False
U00012,Plitvice Lakes,3.4,visited_and_rated,24,False,False
U00012,Sarajevo,3.0,visited_and_rated,0,False,False
U00012,Victoria,3.9,visited_and_rated,20,False,True
U00012,Puglia,3.1,visited_and_rated,0,False,False
U00012,Tucson,3.3,visited_and_rated,8,False,False
U00012,Hamburg,1.4,visited_and_rated,0,False,False
U00012,Buenos Aires,2.9,visited_and_rated,21,False,False
U00012,Accra,2.6,visited_and_rated,10,False,False
U00012,Madrid,3.6,visited_and_rated,79,False,True
U00012,Constanta,,wishlisted,0,,
U00012,Austin,,wishlisted,0,,
U00012,Asturias,,wishlisted,0,,
U00012,Richmond,,wishlisted,0,,
U00012,Sharm El Sheikh,,wishlisted,0,,
U00012,Edmonton,,wishlisted,0,,
U00012,Lisbon,,wishlisted,0,,
U00013,Kotor,3.1,visited_and_rated,19,False,False
U00013,Antofagasta,3.5,visited_and_rated,0,False,True
U00013,Azores,2.8,visited_and_rated,37,False,False
U00013,Monterrey,1.7,visited_and_rated,0,False,False
U00013,Dublin,2.2,visited_and_rated,8,False,False
U00013,Vilnius,2.7,visited_and_rated,0,False,False
U00013,Rennes,1.3,visited_and_rated,41,False,False
U00013,Abu Dhabi,3.2,visited_and_rated,9,False,False
U00013,Kuching,2.7,visited_and_rated,15,False,False
U00013,Richmond,3.4,visited_and_rated,0,False,False
U00013,Denver,3.4,visited_and_rated,0,False,False
U00013,Seychelles,,wishlisted,0,,
U00013,Whistler,,wishlisted,0,,
U00013,Toronto,,wishlisted,0,,
U00013,Zurich,,wishlisted,0,,
U00013,Galle,,wishlisted,0,,
U00013,San Cristobal,,wishlisted,0,,
U00013,Gotland,,wishlisted,0,,
U00014,Muscat,2.5,visited_and_rated,12,False,False
U00014,Krakow,4.1,visited_and_rated,0,True,True
U00014,Yangshuo,1.8,visited_and_rated,28,False,False
U00014,Naples,2.8,visited_and_rated,11,False,False
U00014,Hiroshima,3.1,visited_and_rated,66,False,False
U00014,Edmonton,,wishlisted,0,,
U00014,Los Angeles,,wishlisted,0,,
U00014,Naypyidaw,,wishlisted,0,,
U00014,Banff,,wishlisted,0,,
U00014,Harbin,,wishlisted,0,,
U00014,New York City,,wishlisted,0,,
U00014,Phnom Penh,,wishlisted,0,,
U00015,Kolkata,3.0,visited_and_rated,0,False,False
U00015,San Antonio,,wishlisted,0,,
U00015,Rochester,,wishlisted,0,,
U00015,Chiang Mai,,wishlisted,0,,
U00015,Turin,,wishlisted,0,,
U00015,Austin,,wishlisted,0,,
U00015,Pokhara,,wishlisted,0,,
U00016,Asturias,3.5,visited_and_rated,8,False,True
U00016,Delhi,4.3,visited_and_rated,21,True,True
U00016,Cornwall,2.2,visited_and_rated,12,False,False
U00016,Siem Reap,2.0,visited_and_rated,119,False,False
U00016,Calgary,1.8,visited_and_rated,0,False,False
U00016,Funchal,,wishlisted,0,,
U00016,Kandy,,wishlisted,0,,
U00016,Algarve,,wishlisted,0,,
U00016,Chengdu,,wishlisted,0,,
U00016,Wadi Rum,,wishlisted,0,,
U00016,Cairo,,wishlisted,0,,
U00016,Sao Paulo,,wishlisted,0,,
U00017,Bordeaux,3.6,visited_and_rated,7,False,True
U00017,Ottawa,2.8,visited_and_rated,35,False,False
U00017,Victoria,2.6,visited_and_rated,0,False,False
U00017,Phnom Penh,2.7,visited_and_rated,0,False,False
U00017,Sucre,,wishlisted,0,,
U00017,Buenos Aires,,wishlisted,0,,
U00017,Sao Paulo,,wishlisted,0,,
U00017,Cappadocia,,wishlisted,0,,
U00017,Jeju Island,,wishlisted,0,,
U00017,Panama City,,wishlisted,0,,
U00017,Raleigh,,wishlisted,0,,
U00017,Florence,,wishlisted,0,,
U00017,Key West,,wishlisted,0,,
U00018,Leipzig,3.0,visited_and_rated,0,False,False
U00018,Yaoundé,3.8,visited_and_rated,22,False,True
U00018,Tunis,2.9,visited_and_rated,27,False,False
U00018,Malaga,2.8,visited_and_rated,42,False,False
U00018,Anchorage,3.1,visited_and_rated,21,False,False
U00018,Giza,2.8,visited_and_rated,0,False,False
U00018,Manaus,2.7,visited_and_rated,0,False,False
U00018,Guimarães,2.4,visited_and_rated,13,False,False
U00018,San Juan,2.2,visited_and_rated,15,False,False
U00018,Venice,3.9,visited_and_rated,0,False,True
U00018,Ankara,2.9,visited_and_rated,14,False,False
U00018,Vilamoura,,wishlisted,0,,
U00018,Dallas,,wishlisted,0,,
U00018,Sao Paulo,,wishlisted,0,,
U00018,Bukhara,,wishlisted,0,,
U00018,Salzburg,,wishlisted,0,,
U00018,Lautoka,,wishlisted,0,,
U00019,Kraków,1.0,visited_and_rated,0,False,False
U00019,Milan,,wishlisted,0,,
U00019,Birmingham,,wishlisted,0,,
U00019,La Palma,,wishlisted,0,,
U00020,Monteverde,3.6,visited_and_rated,0,False,True
U00020,Lille,,wishlisted,0,,
U00020,Bangkok,,wishlisted,0,,
U00020,Cebu,,wishlisted,0,,
U00020,Tampa,,wishlisted,0,,
U00020,Hiroshima,,wishlisted,0,,
U00020,Naypyidaw,,wishlisted,0,,
U00020,Meknes,,wishlisted,0,,
U00020,Baños,,wishlisted,0,,
U00021,Nantes,2.6,visited_and_rated,23,False,False
U00021,Lima,2.6,visited_and_rated,9,False,False
U00021,Rome,,wishlisted,0,,
U00021,La Palma,,wishlisted,0,,
U00021,Turin,,wishlisted,0,,
U00021,Gotland,,wishlisted,0,,
U00021,Bristol,,wishlisted,0,,
U00021,Búzios,,wishlisted,0,,
U00021,Tbilisi,,wishlisted,0,,
U00021,Bagan,,wishlisted,0,,
U00021,Manama,,wishlisted,0,,
U00022,Halifax,1.5,visited_and_rated,33,False,False
U00022,Freiburg,1.9,visited_and_rated,4,False,False
U00022,Gothenburg,3.7,visited_and_rated,41,False,True
U00022,Sofia,,wishlisted,0,,
U00022,St Ives,,wishlisted,0,,
U00022,Braga,,wishlisted,0,,
U00022,Nairobi,,wishlisted,0,,
U00022,Sibiu,,wishlisted,0,,
U00022,Zakynthos,,wishlisted,0,,
U00022,Portland,,wishlisted,0,,
U00022,Havana,,wishlisted,0,,
U00023,Hamilton Island,3.6,visited_and_rated,24,False,True
U00023,Port Louis,,wishlisted,0,,
U00023,Fès,,wishlisted,0,,
U00023,Saaremaa Island,,wishlisted,0,,
U00024,Salvador da Bahia,3.2,visited_and_rated,11,False,False
U00024,Piran,3.4,visited_and_rated,0,False,False
U00024,Fès,,wishlisted,0,,
U00024,Miami,,wishlisted,0,,
U00024,Christchurch,,wishlisted,0,,
U00025,Chengdu,3.1,visited_and_rated,0,False,False
U00025,Tallinn,3.0,visited_and_rated,16,False,False
U00025,New York City,2.0,visited_and_rated,8,False,False
U00025,Freiburg,2.1,visited_and_rated,23,False,False
U00025,San Carlos de Bariloche,3.5,visited_and_rated,40,False,True
U00025,Kigali,2.9,visited_and_rated,0,False,False
U00025,Bogotá,,wishlisted,0,,
U00025,Las Vegas,,wishlisted,0,,
U00025,Sucre,,wishlisted,0,,
U00026,Nantes,2.4,visited_and_rated,8,False,False
U00026,Baltimore,,wishlisted,0,,
U00026,Great Barrier Reef,,wishlisted,0,,
U00026,San Jose,,wishlisted,0,,
U00026,Rijeka,,wishlisted,0,,
U00026,Las Vegas,,wishlisted,0,,
U00026,Lagos,,wishlisted,0,,
U00026,Belfast,,wishlisted,0,,
U00026,Cozumel,,wishlisted,0,,
U00026,Tampa,,wishlisted,0,,
U00027,Bridgetown,3.3,visited_and_rated,71,False,False
U00027,Murmansk,,wishlisted,0,,
U00027,Goa,,wishlisted,0,,
U00027,St. Louis,,wishlisted,0,,
U00027,Edinburgh,,wishlisted,0,,
U00027,Zermatt,,wishlisted,0,,
U00027,Busan,,wishlisted,0,,
U00028,Zion National Park,1.3,visited_and_rated,36,False,False
U00028,Baños,2.7,visited_and_rated,0,False,False
U00028,Ottawa,2.2,visited_and_rated,16,False,False
U00028,Matera,3.0,visited_and_rated,27,False,False
U00028,Turin,2.7,visited_and_rated,7,False,False
U00028,Gold Coast,,wishlisted,0,,
U00028,Warsaw,,wishlisted,0,,
U00028,Philadelphia,,wishlisted,0,,
U00028,Saaremaa Island,,wishlisted,0,,
U00029,Kotor,,wishlisted,0,,
U00029,Riga,,wishlisted,0,,
U00029,Tunis,,wishlisted,0,,
U00029,Banff,,wishlisted,0,,
U00029,Orlando,,wishlisted,0,,
U00029,Santa Marta,,wishlisted,0,,
U00029,Curitiba,,wishlisted,0,,
U00029,Nagoya,,wishlisted,0,,
U00029,Perth,,wishlisted,0,,
U00030,Lyon,2.3,visited_and_rated,0,False,False
U00030,Davao,3.0,visited_and_rated,24,False,False
U00030,Yogyakarta,2.1,visited_and_rated,0,False,False
U00030,Mumbai,3.4,visited_and_rated,3,False,False
U00030,Minneapolis,2.7,visited_and_rated,15,False,False
U00030,Mendoza,2.9,visited_and_rated,14,False,False
U00030,Hong Kong,2.8,visited_and_rated,8,False,False
U00030,London,2.6,visited_and_rated,6,False,False
U00030,Key West,2.5,visited_and_rated,0,False,False
U00030,Split,2.3,visited_and_rated,0,False,False
U00030,Svalbard,2.9,visited_and_rated,0,False,False
U00030,Curitiba,,wishlisted,0,,
U00030,Birmingham,,wishlisted,0,,
U00030,Nuwara Eliya,,wishlisted,0,,
U00030,Islamabad,,wishlisted,0,,
U00030,Khiva,,wishlisted,0,,
U00030,Mombasa,,wishlisted,0,,
U00031,Montreal,3.3,visited_and_rated,26,False,False
U00031,Lyon,2.0,visited_and_rated,0,False,False
U00031,Sharm El Sheikh,2.3,visited_and_rated,2,False,False
U00031,Utrecht,4.2,visited_and_rated,5,True,True
U00031,Puerto Vallarta,3.6,visited_and_rated,0,False,True
U00031,Sedona,2.0,visited_and_rated,0,False,False
U00031,Adelaide,2.7,visited_and_rated,3,False,False
U00031,Savusavu,2.8,visited_and_rated,0,False,False
U00031,Cairo,,wishlisted,0,,
U00031,Charleston,,wishlisted,0,,
U00031,Rio de Janeiro,,wishlisted,0,,
U00031,Kandy,,wishlisted,0,,
U00031,Cesky Krumlov,,wishlisted,0,,
U00031,Antwerp,,wishlisted,0,,
U00031,Curitiba,,wishlisted,0,,
U00031,Gold Coast,,wishlisted,0,,
U00032,Warsaw,2.1,visited_and_rated,15,False,False
U00032,Kandy,3.1,visited_and_rated,25,False,False
U00032,Kota Kinabalu,2.0,visited_and_rated,23,False,False
U00032,Anchorage,3.7,visited_and_rated,6,False,True
U00032,Vancouver,,wishlisted,0,,
U00032,New Orleans,,wishlisted,0,,
U00032,Hallstatt,,wishlisted,0,,
U00032,Lhasa,,wishlisted,0,,
U00032,Rochester,,wishlisted,0,,
U00032,Gdansk,,wishlisted,0,,
U00033,Manuel Antonio National Park,3.0,visited_and_rated,0,False,False
U00033,Stone Town,,wishlisted,0,,
U00033,Rotorua,,wishlisted,0,,
U00033,Vienna,,wishlisted,0,,
U00033,Boston,,wishlisted,0,,
U00033,Edmonton,,wishlisted,0,,
U00033,Yangon,,wishlisted,0,,
U00034,Milan,2.8,visited_and_rated,20,False,False
U00034,Santa Cruz,3.7,visited_and_rated,81,False,True
U00034,Salalah,2.7,visited_and_rated,4,False,False
U00034,Bruges,2.1,visited_and_rated,19,False,False
U00034,Lake Tahoe,2.2,visited_and_rated,9,False,False
U00034,Bangkok,1.7,visited_and_rated,0,False,False
U00034,Rapa Nui,1.0,visited_and_rated,0,False,False
U00034,Ajaccio,2.4,visited_and_rated,38,False,False
U00034,Brisbane,1.5,visited_and_rated,50,False,False
U00034,Phoenix,,wishlisted,0,,
U00034,Cairo,,wishlisted,0,,
U00034,Wellington,,wishlisted,0,,
U00034,San Sebastián,,wishlisted,0,,
U00035,Quebec City,3.8,visited_and_rated,47,False,True
U00035,Kyoto,2.6,visited_and_rated,36,False,False
U00035,Osaka,2.4,visited_and_rated,7,False,False
U00035,Valletta,3.2,visited_and_rated,16,False,False
U00035,Belize City,3.5,visited_and_rated,9,False,True
U00035,Nantes,3.5,visited_and_rated,1,False,True
U00035,Malé,4.2,visited_and_rated,18,True,True
U00035,Detroit,1.0,visited_and_rated,38,False,False
U00035,Ottawa,2.4,visited_and_rated,15,False,False
U00035,Kolkata,,wishlisted,0,,
U00035,Zurich,,wishlisted,0,,
U00035,Austin,,wishlisted,0,,
U00035,Cuenca,,wishlisted,0,,
U00035,Skopje,,wishlisted,0,,
U00035,Fès,,wishlisted,0,,
U00035,Suzhou,,wishlisted,0,,
U00035,Monterrey,,wishlisted,0,,
U00035,Oslo,,wishlisted,0,,
U00035,Menorca,,wishlisted,0,,
U00036,Hoi An,2.4,visited_and_rated,8,False,False
U00036,Sarajevo,3.2,visited_and_rated,0,False,False
U00036,Kraków,2.7,visited_and_rated,6,False,False
U00036,Milan,2.7,visited_and_rated,100,False,False
U00036,Lviv,2.0,visited_and_rated,62,False,False
U00036,Santa Cruz,3.2,visited_and_rated,17,False,False
U00036,Akureyri,3.8,visited_and_rated,198,False,True
U00036,Granada,,wishlisted,0,,
U00036,Antofagasta,,wishlisted,0,,
U00036,Antwerp,,wishlisted,0,,
U00036,Tbilisi,,wishlisted,0,,
U00036,Montego Bay,,wishlisted,0,,
U00036,Seattle,,wishlisted,0,,
U00036,Zagreb,,wishlisted,0,,
U00036,Paramaribo,,wishlisted,0,,
U00036,Lucca,,wishlisted,0,,
U00036,Nairobi,,wishlisted,0,,
U00037,Hobart,3.0,visited_and_rated,0,False,False
U00037,Santa Cruz de la Sierra,1.5,visited_and_rated,14,False,False
U00037,Johannesburg,,wishlisted,0,,
U00037,Mendoza,,wishlisted,0,,
U00037,Tashkent,,wishlisted,0,,
U00037,Washington,,wishlisted,0,,
U00037,Bandung,,wishlisted,0,,
U00037,Richmond,,wishlisted,0,,
U00037,Sardinia,,wishlisted,0,,
U00037,Cali,,wishlisted,0,,
U00037,Yogyakarta,,wishlisted,0,,
U00038,St. Louis,3.0,visited_and_rated,56,False,False
U00038,Debrecen,2.8,visited_and_rated,0,False,False
U00038,El Chaltén,2.5,visited_and_rated,0,False,False
U00038,Brno,2.2,visited_and_rated,53,False,False
U00038,Split,2.3,visited_and_rated,0,False,False
U00038,Bangkok,2.7,visited_and_rated,26,False,False
U00038,Manama,2.4,visited_and_rated,0,False,False
U00038,Tunis,2.6,visited_and_rated,15,False,False
U00038,Salalah,3.3,visited_and_rated,0,False,False
U00038,Davao,2.7,visited_and_rated,0,False,False
U00038,Thessaloniki,,wishlisted,0,,
U00038,Khiva,,wishlisted,0,,
U00038,York,,wishlisted,0,,
U00038,Hiroshima,,wishlisted,0,,
U00038,Kuala Lumpur,,wishlisted,0,,
U00038,Hualien,,wishlisted,0,,
U00038,Vancouver Island,,wishlisted,0,,
U00038,Hue,,wishlisted,0,,
U00039,Port Louis,3.2,visited_and_rated,0,False,False
U00039,Braga,2.7,visited_and_rated,22,False,False
U00039,Manila,1.7,visited_and_rated,24,False,False
U00039,Murmansk,2.7,visited_and_rated,25,False,False
U00039,Dhaka,,wishlisted,0,,
U00039,Sighisoara,,wishlisted,0,,
U00039,Yogyakarta,,wishlisted,0,,
U00039,Nagoya,,wishlisted,0,,
U00040,San Cristobal,2.6,visited_and_rated,14,False,False
U00040,Bocas del Toro,3.3,visited_and_rated,33,False,False
U00040,Colombo,3.5,visited_and_rated,2,False,True
U00040,Byron Bay,2.4,visited_and_rated,4,False,False
U00040,Harare,2.2,visited_and_rated,63,False,False
U00040,Bagan,2.6,visited_and_rated,155,False,False
U00040,Niagara Falls,2.4,visited_and_rated,8,False,False
U00040,Kathmandu,2.1,visited_and_rated,0,False,False
U00040,Baku,3.2,visited_and_rated,0,False,False
U00040,Kyoto,2.8,visited_and_rated,4,False,False
U00040,Taormina,2.3,visited_and_rated,0,False,False
U00040,Mombasa,,wishlisted,0,,
U00040,Minsk,,wishlisted,0,,
U00040,Dhaka,,wishlisted,0,,
U00041,Sapa,2.2,visited_and_rated,0,False,False
U00041,Lapland,3.9,visited_and_rated,27,False,True
U00041,Frankfurt,4.1,visited_and_rated,0,True,True
U00041,Salalah,,wishlisted,0,,
U00041,Asturias,,wishlisted,0,,
U00041,Philadelphia,,wishlisted,0,,
U00041,Dubrovnik,,wishlisted,0,,
U00041,Christchurch,,wishlisted,0,,
U00041,Casablanca,,wishlisted,0,,
U00042,Oaxaca,3.0,visited_and_rated,12,False,False
U00042,Toronto,1.2,visited_and_rated,14,False,False
U00042,Guilin,2.5,visited_and_rated,0,False,False
U00042,Milan,2.0,visited_and_rated,5,False,False
U00042,Bucharest,2.8,visited_and_rated,10,False,False
U00042,Curitiba,3.3,visited_and_rated,0,False,False
U00042,Samarkand,2.0,visited_and_rated,0,False,False
U00042,Cappadocia,3.7,visited_and_rated,0,False,True
U00042,Rostock,2.4,visited_and_rated,58,False,False
U00042,Hualien,3.3,visited_and_rated,27,False,False
U00042,Harbin,,wishlisted,0,,
U00042,Malaga,,wishlisted,0,,
U00042,Rome,,wishlisted,0,,
U00042,Sofia,,wishlisted,0,,
U00042,Hong Kong,,wishlisted,0,,
U00042,Livingstone,,wishlisted,0,,
U00042,Hoi An,,wishlisted,0,,
U00042,Kyoto,,wishlisted,0,,
U00042,Miami,,wishlisted,0,,
U00043,Santa Cruz de la Sierra,2.9,visited_and_rated,34,False,False
U00043,Khiva,2.5,visited_and_rated,57,False,False
U00043,Los Cabos,3.0,visited_and_rated,14,False,False
U00043,Constanta,2.9,visited_and_rated,28,False,False
U00043,Krakow,2.4,visited_and_rated,15,False,False
U00043,Thessaloniki,,wishlisted,0,,
U00043,Malé,,wishlisted,0,,
U00043,Biarritz,,wishlisted,0,,
U00043,Cebu,,wishlisted,0,,
U00043,Manama,,wishlisted,0,,
U00043,Durban,,wishlisted,0,,
U00043,Almaty,,wishlisted,0,,
U00043,Lübeck,,wishlisted,0,,
U00043,Bruges,,wishlisted,0,,
U00044,Guilin,2.0,visited_and_rated,0,False,False
U00044,Nazca,2.8,visited_and_rated,5,False,False
U00044,Zagreb,4.1,visited_and_rated,53,True,True
U00044,Memphis,2.4,visited_and_rated,63,False,False
U00044,Hanoi,2.8,visited_and_rated,19,False,False
U00044,Colmar,,wishlisted,0,,
U00044,Rabat,,wishlisted,0,,
U00044,Florianópolis,,wishlisted,0,,
U00044,Caracas,,wishlisted,0,,
U00044,Riga,,wishlisted,0,,
U00044,Salento,,wishlisted,0,,
U00044,Bukhara,,wishlisted,0,,
U00044,Ohrid,,wishlisted,0,,
U00044,Ajaccio,,wishlisted,0,,
U00044,Victoria,,wishlisted,0,,
U00045,Monterrey,2.7,visited_and_rated,83,False,False
U00045,Gotland,2.2,visited_and_rated,9,False,False
U00045,Akureyri,4.0,visited_and_rated,0,True,True
U00045,Takayama,2.1,visited_and_rated,0,False,False
U00045,Yangon,2.6,visited_and_rated,10,False,False
U00045,La Paz,,wishlisted,0,,
U00045,Guanajuato,,wishlisted,0,,
U00045,Washington,,wishlisted,0,,
U00045,Macau,,wishlisted,0,,
U00045,New York City,,wishlisted,0,,
U00045,Lahore,,wishlisted,0,,
U00045,Santa Cruz,,wishlisted,0,,
U00046,Yogyakarta,3.8,visited_and_rated,0,False,True
U00046,Plovdiv,3.4,visited_and_rated,4,False,False
U00046,Tuscany,2.6,visited_and_rated,0,False,False
U00046,Chiang Rai,2.1,visited_and_rated,19,False,False
U00046,Fortaleza,,wishlisted,0,,
U00046,Machu Picchu,,wishlisted,0,,
U00046,York,,wishlisted,0,,
U00046,Marseille,,wishlisted,0,,
U00046,Banff,,wishlisted,0,,
U00046,Mumbai,,wishlisted,0,,
U00046,Bath,,wishlisted,0,,
U00046,Nagoya,,wishlisted,0,,
U00046,Chiang Mai,,wishlisted,0,,
U00046,Krabi,,wishlisted,0,,
U00047,Plovdiv,3.2,visited_and_rated,25,False,False
U00047,Ottawa,2.5,visited_and_rated,4,False,False
U00047,Hong Kong,2.2,visited_and_rated,0,False,False
U00047,Auckland,,wishlisted,0,,
U00047,Mostar,,wishlisted,0,,
U00047,Curitiba,,wishlisted,0,,
U00048,Cape Town,1.2,visited_and_rated,4,False,False
U00048,Bilbao,3.0,visited_and_rated,13,False,False
U00048,Pisa,,wishlisted,0,,
U00048,Warsaw,,wishlisted,0,,
U00048,Búzios,,wishlisted,0,,
U00048,Rostock,,wishlisted,0,,
U00048,Oaxaca,,wishlisted,0,,
U00048,Matera,,wishlisted,0,,
U00048,Kaunas,,wishlisted,0,,
U00049,New Orleans,2.4,visited_and_rated,0,False,False
U00049,Seattle,2.3,visited_and_rated,48,False,False
U00049,Oaxaca,2.5,visited_and_rated,0,False,False
U00049,Caracas,1.7,visited_and_rated,7,False,False
